ac_id; cust_id; start_datetime; nhours
2;3;'2012-08-02 14:00:00';3
2;1;'2012-08-02 19:00:00';3
3;3;'2012-08-02 10:00:00';2
3;2;'2012-08-02 15:00:00';2
3;3;'2012-08-02 17:00:00';2
3;6;'2012-08-02 18:00:00';2
3;4;'2012-08-02 19:30:00';2
4;4;'2012-08-02 10:00:00';2
4;7;'2012-08-02 11:30:00';2
4;5;'2012-08-02 14:30:00';2
4;8;'2012-08-02 15:30:00';2
4;8;'2012-08-02 17:00:00';2
4;3;'2012-08-02 18:30:00';2
4;0;'2012-08-02 19:30:00';2
6;4;'2012-08-02 09:00:00';2
6;0;'2012-08-02 10:00:00';2
6;0;'2012-08-02 11:30:00';2
6;6;'2012-08-02 12:30:00';2
6;8;'2012-08-02 14:00:00';2
6;0;'2012-08-02 17:00:00';4
6;2;'2012-08-02 19:30:00';2
7;7;'2012-08-02 08:00:00';2
7;5;'2012-08-02 11:00:00';2
7;6;'2012-08-02 14:00:00';2
7;4;'2012-08-02 16:00:00';2
7;0;'2012-08-02 18:00:00';2
8;3;'2012-08-02 08:30:00';1
8;3;'2012-08-02 13:00:00';1
8;7;'2012-08-02 15:00:00';1
8;3;'2012-08-02 16:30:00';1
8;7;'2012-08-02 17:00:00';1
8;3;'2012-08-02 19:30:00';1
0;5;'2012-08-03 11:30:00';3
0;0;'2012-08-03 16:00:00';3
0;6;'2012-08-03 18:30:00';3
1;8;'2012-08-03 10:30:00';3
1;0;'2012-08-03 13:00:00';6
1;7;'2012-08-03 16:30:00';3
1;8;'2012-08-03 19:00:00';3
2;8;'2012-08-03 08:30:00';3
2;1;'2012-08-03 11:00:00';3
3;6;'2012-08-03 08:00:00';2
3;2;'2012-08-03 10:00:00';2
3;6;'2012-08-03 12:00:00';2
3;6;'2012-08-03 16:30:00';2
3;2;'2012-08-03 18:30:00';2
4;0;'2012-08-03 09:30:00';2
4;7;'2012-08-03 10:30:00';2
4;0;'2012-08-03 11:30:00';2
4;0;'2012-08-03 13:00:00';2
4;1;'2012-08-03 14:30:00';2
4;3;'2012-08-03 15:30:00';4
4;3;'2012-08-03 18:30:00';2
6;0;'2012-08-03 09:00:00';2
6;0;'2012-08-03 10:30:00';2
6;4;'2012-08-03 12:00:00';2
6;0;'2012-08-03 15:30:00';2
6;1;'2012-08-03 16:30:00';2
6;0;'2012-08-03 19:00:00';2
7;6;'2012-08-03 09:00:00';2
7;6;'2012-08-03 10:30:00';2
7;2;'2012-08-03 13:30:00';2
7;5;'2012-08-03 17:30:00';2
8;8;'2012-08-03 12:00:00';1
8;3;'2012-08-03 12:30:00';1
8;6;'2012-08-03 14:00:00';1
8;3;'2012-08-03 15:00:00';1
8;6;'2012-08-03 15:30:00';1
8;8;'2012-08-03 16:00:00';1
8;0;'2012-08-03 19:00:00';1
8;3;'2012-08-03 19:30:00';1
0;6;'2012-08-04 15:00:00';3
1;9;'2012-08-04 09:30:00';3
1;0;'2012-08-04 11:30:00';3
1;8;'2012-08-04 16:00:00';3
1;0;'2012-08-04 18:30:00';3
2;1;'2012-08-04 08:00:00';3
2;2;'2012-08-04 09:30:00';3
2;1;'2012-08-04 11:00:00';3
2;2;'2012-08-04 16:30:00';3
2;9;'2012-08-04 18:30:00';3
3;6;'2012-08-04 11:30:00';2
3;1;'2012-08-04 15:00:00';2
3;3;'2012-08-04 18:00:00';2
3;4;'2012-08-04 19:00:00';2
4;8;'2012-08-04 08:30:00';2
4;7;'2012-08-04 10:00:00';2
4;0;'2012-08-04 13:30:00';2
4;5;'2012-08-04 14:30:00';2
4;0;'2012-08-04 17:00:00';2
4;5;'2012-08-04 19:30:00';2
5;0;'2012-08-04 12:30:00';2
6;6;'2012-08-04 08:30:00';2
6;5;'2012-08-04 09:30:00';2
6;6;'2012-08-04 12:30:00';2
6;0;'2012-08-04 16:00:00';2
6;0;'2012-08-04 17:30:00';2
7;5;'2012-08-04 08:00:00';2
7;9;'2012-08-04 11:00:00';2
7;7;'2012-08-04 15:00:00';2
7;5;'2012-08-04 18:30:00';2
8;3;'2012-08-04 08:00:00';1
8;3;'2012-08-04 11:00:00';2
8;3;'2012-08-04 13:00:00';1
8;3;'2012-08-04 16:30:00';1
8;6;'2012-08-04 18:00:00';1
8;7;'2012-08-04 18:30:00';1
8;3;'2012-08-04 19:00:00';1
0;2;'2012-08-05 08:00:00';3
0;5;'2012-08-05 09:30:00';3
0;7;'2012-08-05 15:00:00';3
0;7;'2012-08-05 17:30:00';3
1;0;'2012-08-05 08:00:00';3
1;7;'2012-08-05 09:30:00';3
1;9;'2012-08-05 11:00:00';3
1;9;'2012-08-05 15:30:00';3
1;1;'2012-08-05 18:00:00';3
2;1;'2012-08-05 10:00:00';3
2;5;'2012-08-05 11:30:00';3
2;2;'2012-08-05 15:00:00';3
2;8;'2012-08-05 17:00:00';3
3;3;'2012-08-05 09:30:00';2
3;4;'2012-08-05 14:30:00';2
3;3;'2012-08-05 15:30:00';2
4;0;'2012-08-05 08:30:00';2
4;0;'2012-08-05 10:00:00';2
4;0;'2012-08-05 11:30:00';2
4;4;'2012-08-05 16:00:00';2
4;8;'2012-08-05 19:00:00';2
6;0;'2012-08-05 10:00:00';4
6;6;'2012-08-05 13:00:00';2
6;0;'2012-08-05 15:30:00';2
7;2;'2012-08-05 10:30:00';2
7;8;'2012-08-05 15:30:00';2
7;2;'2012-08-05 19:30:00';2
8;0;'2012-08-05 08:30:00';1
8;3;'2012-08-05 13:00:00';1
8;0;'2012-08-05 14:00:00';1
8;3;'2012-08-05 16:30:00';1
8;3;'2012-08-05 17:30:00';1
8;3;'2012-08-05 19:30:00';2
0;7;'2012-08-06 09:00:00';3
0;0;'2012-08-06 10:30:00';3
0;2;'2012-08-06 12:00:00';3
0;0;'2012-08-06 13:30:00';3
0;7;'2012-08-06 15:00:00';3
0;5;'2012-08-06 16:30:00';3
0;7;'2012-08-06 18:00:00';3
1;8;'2012-08-06 08:00:00';3
1;3;'2012-08-06 10:00:00';3
1;0;'2012-08-06 11:30:00';3
1;9;'2012-08-06 14:30:00';3
1;9;'2012-08-06 17:30:00';3
2;1;'2012-08-06 08:30:00';3
2;5;'2012-08-06 10:30:00';3
2;8;'2012-08-06 12:00:00';3
2;8;'2012-08-06 14:00:00';3
3;3;'2012-08-06 08:30:00';2
3;6;'2012-08-06 15:00:00';2
3;6;'2012-08-06 17:00:00';2
4;0;'2012-08-06 08:00:00';4
4;0;'2012-08-06 12:00:00';2
4;7;'2012-08-06 13:30:00';2
4;0;'2012-08-06 16:30:00';2
4;6;'2012-08-06 18:30:00';2
5;0;'2012-08-06 11:00:00';2
6;6;'2012-08-06 09:00:00';2
6;0;'2012-08-06 10:00:00';2
6;6;'2012-08-06 13:00:00';2
6;0;'2012-08-06 14:00:00';2
6;5;'2012-08-06 15:00:00';2
7;8;'2012-08-06 09:30:00';2
7;2;'2012-08-06 11:00:00';2
7;5;'2012-08-06 12:00:00';4
7;4;'2012-08-06 17:30:00';2
7;2;'2012-08-06 19:00:00';2
8;3;'2012-08-06 08:00:00';1
8;4;'2012-08-06 09:00:00';1
8;3;'2012-08-06 09:30:00';1
8;6;'2012-08-06 12:00:00';1
8;1;'2012-08-06 18:00:00';1
8;8;'2012-08-06 18:30:00';1
8;3;'2012-08-06 19:00:00';1
0;10;'2012-08-07 09:00:00';3
1;0;'2012-08-07 08:00:00';3
1;8;'2012-08-07 09:30:00';3
1;7;'2012-08-07 17:00:00';3
2;1;'2012-08-07 09:00:00';6
2;1;'2012-08-07 13:00:00';3
2;10;'2012-08-07 15:00:00';3
2;2;'2012-08-07 18:00:00';3
3;6;'2012-08-07 08:30:00';2
3;6;'2012-08-07 10:00:00';2
3;3;'2012-08-07 11:00:00';2
3;3;'2012-08-07 12:30:00';2
3;3;'2012-08-07 14:30:00';2
4;0;'2012-08-07 08:30:00';2
4;8;'2012-08-07 12:00:00';2
4;8;'2012-08-07 13:30:00';2
4;0;'2012-08-07 15:30:00';2
4;6;'2012-08-07 18:30:00';2
6;1;'2012-08-07 08:00:00';2
6;0;'2012-08-07 14:00:00';2
6;0;'2012-08-07 15:30:00';2
6;0;'2012-08-07 18:00:00';2
7;10;'2012-08-07 12:30:00';2
7;4;'2012-08-07 15:00:00';2
7;9;'2012-08-07 18:30:00';2
8;3;'2012-08-07 08:30:00';2
8;2;'2012-08-07 10:00:00';1
8;3;'2012-08-07 10:30:00';1
8;0;'2012-08-07 11:00:00';1
8;3;'2012-08-07 12:00:00';1
8;2;'2012-08-07 12:30:00';1
8;2;'2012-08-07 14:30:00';1
8;0;'2012-08-07 16:30:00';1
8;3;'2012-08-07 17:00:00';2
8;8;'2012-08-07 19:30:00';1
0;10;'2012-08-08 09:00:00';3
0;6;'2012-08-08 12:30:00';3
0;5;'2012-08-08 14:00:00';3
0;6;'2012-08-08 16:30:00';3
1;0;'2012-08-08 08:30:00';6
1;10;'2012-08-08 11:30:00';3
1;10;'2012-08-08 14:00:00';3
1;9;'2012-08-08 19:00:00';3
2;5;'2012-08-08 08:00:00';3
2;9;'2012-08-08 09:30:00';3
2;7;'2012-08-08 11:00:00';3
2;1;'2012-08-08 14:00:00';3
2;5;'2012-08-08 17:30:00';3
2;1;'2012-08-08 19:00:00';3
3;10;'2012-08-08 08:00:00';2
3;6;'2012-08-08 10:00:00';2
3;0;'2012-08-08 12:00:00';2
3;10;'2012-08-08 15:30:00';2
3;2;'2012-08-08 19:00:00';2
4;6;'2012-08-08 08:00:00';2
4;8;'2012-08-08 11:00:00';2
4;9;'2012-08-08 12:30:00';4
4;0;'2012-08-08 15:00:00';2
4;0;'2012-08-08 16:30:00';2
4;3;'2012-08-08 17:30:00';2
5;0;'2012-08-08 08:00:00';2
6;0;'2012-08-08 09:00:00';2
6;0;'2012-08-08 11:00:00';2
6;8;'2012-08-08 12:30:00';2
6;6;'2012-08-08 15:00:00';2
6;10;'2012-08-08 17:30:00';2
6;0;'2012-08-08 19:00:00';2
7;8;'2012-08-08 08:00:00';2
7;9;'2012-08-08 11:00:00';2
7;7;'2012-08-08 12:30:00';2
7;4;'2012-08-08 14:00:00';2
7;9;'2012-08-08 15:30:00';2
7;10;'2012-08-08 18:30:00';2
8;4;'2012-08-08 08:00:00';1
8;2;'2012-08-08 09:00:00';1
8;3;'2012-08-08 10:00:00';1
8;3;'2012-08-08 11:00:00';1
8;3;'2012-08-08 12:00:00';1
8;2;'2012-08-08 13:00:00';1
8;7;'2012-08-08 16:00:00';1
8;1;'2012-08-08 16:30:00';1
8;3;'2012-08-08 17:00:00';1
8;2;'2012-08-08 17:30:00';1
8;1;'2012-08-08 18:30:00';1
0;6;'2012-08-09 09:30:00';3
0;7;'2012-08-09 16:00:00';3
0;10;'2012-08-09 17:30:00';3
1;10;'2012-08-09 08:00:00';3
1;0;'2012-08-09 10:00:00';3
1;8;'2012-08-09 14:00:00';3
1;0;'2012-08-09 17:00:00';3
2;2;'2012-08-09 09:00:00';3
2;1;'2012-08-09 11:00:00';3
2;9;'2012-08-09 13:00:00';3
2;1;'2012-08-09 14:30:00';3
2;1;'2012-08-09 16:30:00';3
3;10;'2012-08-09 10:00:00';2
3;7;'2012-08-09 13:30:00';2
3;6;'2012-08-09 14:30:00';2
3;2;'2012-08-09 18:00:00';2
4;0;'2012-08-09 09:00:00';4
4;0;'2012-08-09 12:00:00';4
4;10;'2012-08-09 16:30:00';2
4;9;'2012-08-09 17:30:00';2
4;8;'2012-08-09 18:30:00';2
4;10;'2012-08-09 19:30:00';2
6;6;'2012-08-09 11:30:00';2
6;6;'2012-08-09 18:30:00';2
7;8;'2012-08-09 08:00:00';2
7;8;'2012-08-09 10:30:00';2
7;0;'2012-08-09 12:30:00';2
7;6;'2012-08-09 16:00:00';2
7;2;'2012-08-09 17:00:00';2
7;4;'2012-08-09 18:30:00';2
8;4;'2012-08-09 10:00:00';1
8;2;'2012-08-09 11:30:00';1
8;6;'2012-08-09 13:00:00';1
8;3;'2012-08-09 15:00:00';1
8;5;'2012-08-09 15:30:00';1
8;3;'2012-08-09 17:30:00';1
0;3;'2012-08-10 08:00:00';3
0;2;'2012-08-10 09:30:00';3
0;5;'2012-08-10 11:30:00';3
0;2;'2012-08-10 13:00:00';3
0;8;'2012-08-10 16:30:00';3
1;10;'2012-08-10 08:30:00';6
1;8;'2012-08-10 12:00:00';3
1;9;'2012-08-10 14:00:00';3
1;0;'2012-08-10 16:00:00';3
1;10;'2012-08-10 18:30:00';3
2;1;'2012-08-10 08:00:00';3
2;8;'2012-08-10 09:30:00';3
2;7;'2012-08-10 17:30:00';3
2;0;'2012-08-10 19:00:00';3
3;2;'2012-08-10 08:00:00';2
3;7;'2012-08-10 10:30:00';2
3;10;'2012-08-10 11:30:00';2
3;4;'2012-08-10 14:30:00';2
3;3;'2012-08-10 18:00:00';4
4;6;'2012-08-10 08:30:00';2
4;5;'2012-08-10 10:00:00';2
4;6;'2012-08-10 12:00:00';2
4;0;'2012-08-10 13:00:00';2
4;8;'2012-08-10 14:00:00';2
4;1;'2012-08-10 15:30:00';2
4;3;'2012-08-10 16:30:00';2
4;9;'2012-08-10 19:00:00';2
5;0;'2012-08-10 13:30:00';2
6;0;'2012-08-10 09:00:00';2
6;0;'2012-08-10 11:00:00';2
6;0;'2012-08-10 12:30:00';2
6;0;'2012-08-10 15:00:00';2
6;10;'2012-08-10 16:30:00';2
6;0;'2012-08-10 18:00:00';2
7;4;'2012-08-10 09:30:00';2
7;4;'2012-08-10 11:00:00';2
7;9;'2012-08-10 13:00:00';2
7;6;'2012-08-10 15:00:00';2
7;5;'2012-08-10 16:30:00';4
7;6;'2012-08-10 18:30:00';2
7;7;'2012-08-10 19:30:00';2
8;8;'2012-08-10 09:00:00';1
8;7;'2012-08-10 10:00:00';1
8;3;'2012-08-10 11:30:00';1
8;3;'2012-08-10 12:30:00';1
8;7;'2012-08-10 14:00:00';1
8;2;'2012-08-10 14:30:00';1
8;2;'2012-08-10 15:30:00';2
8;7;'2012-08-10 17:00:00';1
8;4;'2012-08-10 17:30:00';1
8;3;'2012-08-10 20:00:00';1
0;0;'2012-08-11 08:00:00';3
0;5;'2012-08-11 10:00:00';3
0;0;'2012-08-11 12:00:00';3
0;4;'2012-08-11 13:30:00';3
0;0;'2012-08-11 15:00:00';3
0;12;'2012-08-11 16:30:00';3
0;4;'2012-08-11 18:30:00';3
1;11;'2012-08-11 08:00:00';3
1;0;'2012-08-11 10:00:00';3
1;0;'2012-08-11 12:30:00';3
1;0;'2012-08-11 14:30:00';3
1;8;'2012-08-11 16:00:00';3
1;0;'2012-08-11 17:30:00';3
2;1;'2012-08-11 09:00:00';3
2;7;'2012-08-11 11:00:00';3
2;1;'2012-08-11 18:00:00';3
3;11;'2012-08-11 12:00:00';2
3;6;'2012-08-11 14:00:00';2
3;7;'2012-08-11 17:30:00';2
3;13;'2012-08-11 19:00:00';2
4;0;'2012-08-11 10:00:00';2
4;14;'2012-08-11 11:00:00';2
4;0;'2012-08-11 12:30:00';2
4;8;'2012-08-11 14:00:00';2
4;6;'2012-08-11 16:30:00';2
4;8;'2012-08-11 18:00:00';2
4;9;'2012-08-11 19:00:00';2
5;12;'2012-08-11 19:30:00';2
6;13;'2012-08-11 08:00:00';2
6;0;'2012-08-11 09:00:00';2
6;0;'2012-08-11 14:00:00';2
6;6;'2012-08-11 15:00:00';2
6;6;'2012-08-11 17:30:00';4
7;2;'2012-08-11 08:30:00';2
7;8;'2012-08-11 11:30:00';2
7;4;'2012-08-11 15:00:00';2
7;2;'2012-08-11 16:00:00';2
7;8;'2012-08-11 19:00:00';2
8;3;'2012-08-11 08:00:00';2
8;1;'2012-08-11 11:30:00';1
8;3;'2012-08-11 12:00:00';1
8;3;'2012-08-11 13:30:00';3
8;3;'2012-08-11 16:00:00';1
8;2;'2012-08-11 17:00:00';1
8;3;'2012-08-11 17:30:00';1
8;2;'2012-08-11 18:00:00';1
8;14;'2012-08-11 19:00:00';1
0;0;'2012-08-12 08:00:00';3
0;7;'2012-08-12 10:30:00';3
0;14;'2012-08-12 13:00:00';3
0;0;'2012-08-12 14:30:00';3
0;6;'2012-08-12 16:00:00';3
0;0;'2012-08-12 17:30:00';6
1;0;'2012-08-12 10:30:00';3
1;9;'2012-08-12 13:30:00';3
1;8;'2012-08-12 19:00:00';3
2;1;'2012-08-12 11:30:00';3
2;2;'2012-08-12 13:00:00';3
2;0;'2012-08-12 14:30:00';3
3;6;'2012-08-12 08:00:00';2
3;10;'2012-08-12 09:30:00';4
3;11;'2012-08-12 14:30:00';2
3;3;'2012-08-12 17:00:00';2
3;5;'2012-08-12 19:00:00';2
4;0;'2012-08-12 09:30:00';2
4;0;'2012-08-12 12:00:00';2
4;6;'2012-08-12 13:00:00';2
4;7;'2012-08-12 16:30:00';2
4;6;'2012-08-12 18:00:00';2
5;0;'2012-08-12 09:30:00';2
5;0;'2012-08-12 12:30:00';2
6;0;'2012-08-12 09:00:00';4
6;13;'2012-08-12 13:00:00';2
6;0;'2012-08-12 14:30:00';2
6;10;'2012-08-12 17:00:00';2
7;8;'2012-08-12 11:00:00';2
7;2;'2012-08-12 12:00:00';2
7;13;'2012-08-12 14:00:00';2
7;5;'2012-08-12 15:00:00';2
8;9;'2012-08-12 08:00:00';1
8;11;'2012-08-12 10:30:00';1
8;3;'2012-08-12 12:00:00';1
8;8;'2012-08-12 12:30:00';1
8;0;'2012-08-12 13:30:00';1
8;0;'2012-08-12 14:30:00';1
8;3;'2012-08-12 19:00:00';1
0;4;'2012-08-13 08:30:00';3
0;0;'2012-08-13 11:00:00';3
0;6;'2012-08-13 15:30:00';3
0;0;'2012-08-13 18:00:00';3
1;12;'2012-08-13 08:30:00';3
1;6;'2012-08-13 11:00:00';3
1;10;'2012-08-13 12:30:00';6
1;11;'2012-08-13 15:30:00';3
1;0;'2012-08-13 17:00:00';3
1;11;'2012-08-13 19:00:00';3
2;1;'2012-08-13 08:00:00';3
2;1;'2012-08-13 11:00:00';3
2;11;'2012-08-13 13:00:00';3
2;2;'2012-08-13 14:30:00';3
2;1;'2012-08-13 17:00:00';3
2;5;'2012-08-13 19:00:00';3
3;3;'2012-08-13 08:00:00';2
3;10;'2012-08-13 11:00:00';2
3;9;'2012-08-13 12:00:00';2
3;3;'2012-08-13 13:00:00';2
3;10;'2012-08-13 15:30:00';2
3;6;'2012-08-13 17:30:00';2
4;7;'2012-08-13 08:00:00';2
4;10;'2012-08-13 09:00:00';2
4;0;'2012-08-13 10:30:00';4
4;0;'2012-08-13 14:00:00';2
4;8;'2012-08-13 15:00:00';2
4;3;'2012-08-13 16:00:00';2
4;10;'2012-08-13 19:00:00';2
6;0;'2012-08-13 08:00:00';2
6;5;'2012-08-13 12:00:00';2
6;6;'2012-08-13 13:00:00';2
6;0;'2012-08-13 17:30:00';6
7;6;'2012-08-13 08:00:00';2
7;14;'2012-08-13 09:00:00';2
7;7;'2012-08-13 10:00:00';2
7;13;'2012-08-13 13:00:00';2
7;8;'2012-08-13 14:00:00';2
7;9;'2012-08-13 17:00:00';2
7;11;'2012-08-13 18:00:00';2
7;4;'2012-08-13 19:00:00';2
8;2;'2012-08-13 08:30:00';1
8;1;'2012-08-13 10:00:00';1
8;3;'2012-08-13 11:00:00';1
8;4;'2012-08-13 12:30:00';1
8;7;'2012-08-13 14:00:00';1
8;4;'2012-08-13 15:00:00';1
8;1;'2012-08-13 16:30:00';1
8;6;'2012-08-13 17:00:00';1
8;3;'2012-08-13 18:30:00';2
8;3;'2012-08-13 20:00:00';1
0;7;'2012-08-14 09:00:00';3
0;14;'2012-08-14 10:30:00';3
0;11;'2012-08-14 13:00:00';3
0;0;'2012-08-14 15:00:00';6
0;10;'2012-08-14 18:30:00';3
1;11;'2012-08-14 10:00:00';3
1;8;'2012-08-14 11:30:00';3
1;0;'2012-08-14 16:30:00';3
1;0;'2012-08-14 18:30:00';3
2;13;'2012-08-14 08:00:00';3
2;1;'2012-08-14 10:30:00';3
2;1;'2012-08-14 13:00:00';3
2;10;'2012-08-14 15:30:00';3
2;0;'2012-08-14 17:00:00';3
2;1;'2012-08-14 19:00:00';3
3;10;'2012-08-14 10:00:00';2
3;10;'2012-08-14 13:00:00';2
3;3;'2012-08-14 18:30:00';4
4;11;'2012-08-14 08:30:00';2
4;0;'2012-08-14 11:00:00';2
4;6;'2012-08-14 12:30:00';2
4;0;'2012-08-14 14:30:00';2
4;14;'2012-08-14 16:30:00';2
4;0;'2012-08-14 18:00:00';2
4;6;'2012-08-14 19:30:00';2
5;0;'2012-08-14 12:00:00';2
5;0;'2012-08-14 13:30:00';2
6;12;'2012-08-14 09:00:00';2
6;0;'2012-08-14 12:30:00';4
6;0;'2012-08-14 16:00:00';4
7;8;'2012-08-14 09:30:00';4
7;2;'2012-08-14 11:30:00';2
8;0;'2012-08-14 08:00:00';1
8;2;'2012-08-14 08:30:00';1
8;11;'2012-08-14 09:30:00';1
8;3;'2012-08-14 11:00:00';1
8;12;'2012-08-14 12:30:00';1
8;3;'2012-08-14 13:30:00';1
8;3;'2012-08-14 16:30:00';2
8;9;'2012-08-14 18:30:00';1
8;6;'2012-08-14 19:00:00';1
8;8;'2012-08-14 19:30:00';1
8;0;'2012-08-14 20:00:00';1
0;0;'2012-08-15 08:00:00';3
0;6;'2012-08-15 11:30:00';3
0;5;'2012-08-15 13:00:00';3
0;14;'2012-08-15 15:00:00';3
0;0;'2012-08-15 16:30:00';3
0;7;'2012-08-15 18:00:00';3
1;0;'2012-08-15 08:00:00';3
1;8;'2012-08-15 09:30:00';3
1;12;'2012-08-15 11:30:00';3
1;11;'2012-08-15 14:30:00';3
1;12;'2012-08-15 16:30:00';3
1;8;'2012-08-15 18:30:00';3
2;1;'2012-08-15 08:00:00';3
2;0;'2012-08-15 10:00:00';3
2;10;'2012-08-15 12:00:00';3
2;13;'2012-08-15 13:30:00';3
2;1;'2012-08-15 15:30:00';3
2;9;'2012-08-15 18:00:00';3
3;3;'2012-08-15 11:00:00';2
3;1;'2012-08-15 13:00:00';2
3;3;'2012-08-15 14:00:00';2
3;11;'2012-08-15 16:30:00';2
3;10;'2012-08-15 18:00:00';2
3;3;'2012-08-15 19:30:00';2
4;0;'2012-08-15 08:30:00';4
4;6;'2012-08-15 10:30:00';2
4;0;'2012-08-15 13:00:00';2
4;0;'2012-08-15 15:00:00';2
4;9;'2012-08-15 16:30:00';2
4;11;'2012-08-15 18:00:00';2
5;0;'2012-08-15 12:00:00';2
5;0;'2012-08-15 16:00:00';2
5;11;'2012-08-15 19:00:00';2
6;6;'2012-08-15 08:00:00';2
6;0;'2012-08-15 10:00:00';2
6;13;'2012-08-15 11:30:00';2
6;11;'2012-08-15 12:30:00';2
6;10;'2012-08-15 13:30:00';2
6;8;'2012-08-15 15:30:00';2
6;13;'2012-08-15 17:00:00';2
6;12;'2012-08-15 18:00:00';2
7;6;'2012-08-15 15:00:00';2
7;8;'2012-08-15 17:30:00';2
8;6;'2012-08-15 09:00:00';1
8;3;'2012-08-15 10:30:00';1
8;2;'2012-08-15 11:30:00';1
8;3;'2012-08-15 13:00:00';1
8;2;'2012-08-15 14:00:00';2
8;3;'2012-08-15 15:30:00';1
8;0;'2012-08-15 16:00:00';1
8;8;'2012-08-15 17:00:00';1
8;3;'2012-08-15 17:30:00';1
8;14;'2012-08-15 19:00:00';1
8;1;'2012-08-15 19:30:00';1
8;6;'2012-08-15 20:00:00';1
0;4;'2012-08-16 08:30:00';3
0;0;'2012-08-16 11:00:00';3
0;5;'2012-08-16 12:30:00';3
0;14;'2012-08-16 14:00:00';3
0;0;'2012-08-16 15:30:00';3
0;0;'2012-08-16 17:30:00';3
1;12;'2012-08-16 08:00:00';3
1;0;'2012-08-16 13:00:00';3
1;11;'2012-08-16 14:30:00';3
1;8;'2012-08-16 16:30:00';3
1;12;'2012-08-16 18:00:00';3
2;5;'2012-08-16 08:30:00';3
2;14;'2012-08-16 10:00:00';3
2;1;'2012-08-16 13:00:00';3
2;2;'2012-08-16 15:30:00';3
2;9;'2012-08-16 17:00:00';3
2;15;'2012-08-16 18:30:00';3
3;6;'2012-08-16 11:00:00';2
3;10;'2012-08-16 16:30:00';2
3;3;'2012-08-16 17:30:00';2
4;1;'2012-08-16 08:30:00';2
4;0;'2012-08-16 11:00:00';2
4;1;'2012-08-16 12:00:00';2
4;9;'2012-08-16 13:00:00';2
4;8;'2012-08-16 14:00:00';2
4;14;'2012-08-16 15:30:00';2
4;13;'2012-08-16 18:30:00';2
4;8;'2012-08-16 19:30:00';2
5;0;'2012-08-16 11:00:00';2
6;0;'2012-08-16 08:30:00';2
6;0;'2012-08-16 11:30:00';6
6;12;'2012-08-16 15:30:00';2
6;5;'2012-08-16 17:30:00';2
6;0;'2012-08-16 18:30:00';2
7;7;'2012-08-16 10:30:00';2
7;7;'2012-08-16 13:00:00';2
7;13;'2012-08-16 14:30:00';4
7;4;'2012-08-16 16:30:00';2
7;10;'2012-08-16 18:00:00';2
8;7;'2012-08-16 08:30:00';1
8;3;'2012-08-16 09:00:00';2
8;3;'2012-08-16 10:30:00';1
8;3;'2012-08-16 12:00:00';1
8;12;'2012-08-16 13:30:00';1
8;3;'2012-08-16 14:00:00';1
8;15;'2012-08-16 14:30:00';1
8;3;'2012-08-16 15:00:00';2
8;4;'2012-08-16 16:00:00';1
8;3;'2012-08-16 19:00:00';1
8;12;'2012-08-16 19:30:00';1
0;0;'2012-08-17 08:30:00';3
0;14;'2012-08-17 12:30:00';3
0;6;'2012-08-17 14:00:00';3
0;10;'2012-08-17 16:00:00';3
0;14;'2012-08-17 17:30:00';3
1;10;'2012-08-17 08:30:00';3
1;0;'2012-08-17 11:00:00';6
1;11;'2012-08-17 15:00:00';3
1;0;'2012-08-17 17:00:00';3
1;16;'2012-08-17 19:00:00';3
2;1;'2012-08-17 09:00:00';3
2;1;'2012-08-17 12:00:00';3
2;11;'2012-08-17 13:30:00';3
2;2;'2012-08-17 16:30:00';3
2;1;'2012-08-17 18:30:00';3
3;10;'2012-08-17 10:00:00';2
3;15;'2012-08-17 11:00:00';2
3;13;'2012-08-17 14:00:00';2
3;15;'2012-08-17 17:30:00';2
4;9;'2012-08-17 08:00:00';2
4;6;'2012-08-17 09:30:00';2
4;3;'2012-08-17 12:00:00';2
4;3;'2012-08-17 13:30:00';2
4;0;'2012-08-17 14:30:00';2
4;16;'2012-08-17 15:30:00';2
4;0;'2012-08-17 16:30:00';4
4;9;'2012-08-17 19:00:00';2
5;4;'2012-08-17 13:00:00';2
5;0;'2012-08-17 15:30:00';2
6;0;'2012-08-17 08:00:00';2
6;12;'2012-08-17 09:30:00';2
6;0;'2012-08-17 11:00:00';2
6;6;'2012-08-17 12:00:00';2
6;0;'2012-08-17 15:00:00';2
6;0;'2012-08-17 17:30:00';2
6;12;'2012-08-17 18:30:00';2
6;6;'2012-08-17 19:30:00';2
7;8;'2012-08-17 08:30:00';2
7;13;'2012-08-17 12:30:00';2
7;15;'2012-08-17 14:30:00';2
7;7;'2012-08-17 16:30:00';2
8;16;'2012-08-17 08:30:00';1
8;16;'2012-08-17 10:00:00';1
8;14;'2012-08-17 11:00:00';1
8;0;'2012-08-17 12:00:00';1
8;2;'2012-08-17 14:00:00';1
8;3;'2012-08-17 14:30:00';1
8;3;'2012-08-17 15:30:00';1
8;8;'2012-08-17 16:00:00';1
8;16;'2012-08-17 16:30:00';1
8;4;'2012-08-17 18:00:00';1
8;6;'2012-08-17 18:30:00';1
8;12;'2012-08-17 19:30:00';1
0;5;'2012-08-18 08:00:00';3
0;0;'2012-08-18 11:00:00';3
0;5;'2012-08-18 12:30:00';3
0;0;'2012-08-18 14:00:00';3
1;8;'2012-08-18 09:30:00';3
1;15;'2012-08-18 12:30:00';3
1;0;'2012-08-18 14:30:00';3
